scenario_id,scenario_name,current_query,target_query,is_expected,rank,training_course_id,course_name,level,major,sub,hours,method,confidence_score,confidence_grade,final_score,reasons,direct_unit_evidence,sibling_scope_evidence,goal_direct_hits,goal_token_hits,goal_element_hits,goal_unit_core_hits,training_goal_ksa_score,gap_ksa_score,support_score,penalty_score
91,auto_non_hr_09_01_01_02_061,화물자동차운전,화물자동차운전준비,True,1,2246,화물자동차운전준비,2,운전·운송,화물운송,24,집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,4,30,0,0.32,0.0,0.2,0.0
92,auto_non_hr_09_01_01_02_062,화물자동차운전,화물정보시스템활용,True,1,2244,화물정보시스템활용,2,운전·운송,화물운송,24,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,19,25,0,0.32,0.0,0.2,0.0
93,auto_non_hr_09_01_01_03_063,수송포장 고객 요구사항 처리,수송포장 작업 수행,True,1,2260,수송포장 작업 수행,2,운전·운송,수송포장,35,원격훈련집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,7,52,0,0.32,0.0,0.2,0.0
94,auto_non_hr_09_01_01_03_064,수송포장 대상제품 분석,수송포장 고객 요구사항 처리,True,1,2259,수송포장 고객 요구사항 처리,3,운전·운송,수송포장,15,원격훈련집체훈련현장실습,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,3,15,0,0.2632,0.0184,0.2,0.0
95,auto_non_hr_10_01_01_01_065,영업 계약체결관리,영업 계약이행관리,True,1,2520,영업 계약이행관리,3,영업판매,일반영업,20,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;weak_unit_core_only_goal_coverage,True,True,0,0,0,16,0.0759,0.0,0.2,-0.035
96,auto_non_hr_10_01_01_01_066,영업 계약이행관리,영업 계약체결관리,True,1,2519,영업 계약체결관리,3,영업판매,일반영업,20,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,9,0,0.1341,0.0189,0.2,0.0
97,auto_non_hr_10_01_01_01_067,영업 계약이행관리,영업 고객발굴,True,1,2517,영업 고객발굴,3,영업판매,일반영업,20,원격훈련집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,1,23,0,0.3078,0.0,0.2,0.0
98,auto_non_hr_10_01_01_02_068,해외 잠재고객 발굴,해외영업 계약 이행 관리,True,1,2532,해외영업 계약 이행 관리,2,영업판매,해외영업,30,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_job_base_signal;target_support_course_hint;time_depth_fit;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;weak_unit_core_only_goal_coverage,True,True,0,0,0,16,0.0949,0.0259,0.2,-0.035
98,auto_non_hr_10_01_01_02_068,해외 잠재고객 발굴,해외영업 계약 이행 관리,False,2,2534,해외고객 관리,5,영업판매,해외영업,20,집체훈련,0.31,low,0.31,classification_match;delivery_fit;source_ksa_concept_overlap;target_job_base_signal;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_ksa_coverage;training_goal_unit_core_ksa_coverage;transition_unit_link;unit_element_coverage;weak_unit_core_only_goal_coverage,True,True,0,0,0,3,0.0142,0.0,0.045,-0.035
99,auto_non_hr_10_01_01_02_069,해외거래 제안,해외 잠재고객 발굴,True,1,2528,해외 잠재고객 발굴,3,영업판매,해외영업,20,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;level_fit;practice_delivery_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,26,0,0.32,0.0189,0.2,0.0
100,auto_non_hr_10_01_01_02_070,해외 잠재고객 발굴,해외거래 제안,True,1,2529,해외거래 제안,3,영업판매,해외영업,20,집체훈련,1.0,high,1.0,career_path_unit_link;classification_match;delivery_fit;gap_job_base_bridge;level_fit;query_text_match;resolved_scope_unit_link;source_element_coverage;source_ksa_concept_overlap;source_unit_link;target_support_course_hint;time_depth_fit;time_efficiency;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link,True,True,0,0,20,0,0.2482,0.0,0.2,0.0
100,auto_non_hr_10_01_01_02_070,해외 잠재고객 발굴,해외거래 제안,False,2,2530,해외고객 협상,5,영업판매,해외영업,30,집체훈련,0.444,low,0.4437,classification_match;delivery_fit;gap_job_base_bridge;gap_ksa_concept_coverage;practice_delivery_fit;source_ksa_concept_overlap;target_support_course_hint;time_depth_fit;training_goal_element_implied_ksa_coverage;training_goal_ksa_coverage;transition_unit_link;unit_element_coverage,True,True,0,1,3,0,0.0621,0.0262,0.045,0.0
